latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
23.69198,87.12247,309.79,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,285.73,1.91,N
23.68856,87.12189,312.37,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,286.45,1.91,N
23.68863,87.09718,308.84,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,290.1,2.68,N
23.68513,87.12129,303.65,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,286.13,1.6,N
23.77521,86.38686,306.64,0.44,0.38,2025-06-22,1947,N,nominal,2.0NRT,283.52,2.14,N
23.66565,87.15913,306.74,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,287.39,1.43,N
23.77467,86.36488,330.42,0.44,0.38,2025-06-22,1947,N,nominal,2.0NRT,285.48,4.74,N
23.76933,86.40331,305.7,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.14,1.07,N
23.66224,87.15855,311.94,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,287.88,1.43,N
23.767,86.39418,305.18,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.9,1.14,N
23.76581,86.40273,312.86,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.56,1.7,N
23.76521,86.40701,313.2,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.13,1.7,N
23.7623,86.40215,325.62,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.54,1.7,N
23.76348,86.39359,306.11,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.59,1.14,N
23.76289,86.39786,304.58,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.29,1.14,N
23.75879,86.40154,322.23,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.54,1.82,N
23.75938,86.39727,305.51,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,283.63,1.7,N
23.75819,86.40583,305.47,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,283.91,1.82,N
23.75291,86.41802,314.88,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.54,1.34,N
23.7494,86.41743,309.55,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.99,1.71,N
23.73652,86.43266,323.76,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.5,2.84,N
23.66838,86.91932,307.53,0.42,0.37,2025-06-22,1947,N,nominal,2.0NRT,289.85,1.89,N
23.73242,86.43631,306.38,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.62,1.39,N
23.66494,86.91873,309.57,0.42,0.37,2025-06-22,1947,N,nominal,2.0NRT,289.62,2.42,N
23.66265,86.90996,311.84,0.42,0.37,2025-06-22,1947,N,nominal,2.0NRT,289.38,1.75,N
23.72482,86.43938,315.49,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.77,1.84,N
23.72132,86.4388,313.56,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.41,1.84,N
23.72015,86.4473,306.41,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,287.62,2.05,N
23.71723,86.44247,317.24,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,287.21,2.36,N
23.71547,86.4291,311.87,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.08,1.23,N
23.71255,86.45036,309.07,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,287,1.63,N
23.71725,86.43977,306.69,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.34,1.3,N
23.71664,86.44402,312.95,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.76,1.3,N
23.71555,86.42643,306.28,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,285.15,1.38,N
23.71494,86.43066,308.5,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.2,1.36,N
23.71193,86.4519,307.19,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,286.74,1.63,N
23.61175,87.14697,309.95,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,288.47,2.58,N
23.68464,86.39082,308.79,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,280.55,1.57,N
23.68113,86.39023,324.34,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,284.44,3.53,N
23.55227,87.2432,325.56,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,280.01,2.54,N
23.54887,87.24261,320.63,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,279.58,2.54,N
23.61401,86.78994,312.5,0.42,0.38,2025-06-22,1947,N,nominal,2.0NRT,289.42,2.79,N
23.56121,87.08485,315.98,0.41,0.37,2025-06-22,1947,N,nominal,2.0NRT,289.35,4.55,N
23.73801,85.48311,299.68,0.47,0.4,2025-06-22,1947,N,nominal,2.0NRT,276.74,0.39,N
23.5484,86.54301,307.41,0.43,0.38,2025-06-22,1947,N,nominal,2.0NRT,289.04,2.72,N
22.36894,87.30045,296.03,0.4,0.37,2025-06-22,1947,N,nominal,2.0NRT,267.59,0.53,N
22.36836,87.30431,297.14,0.4,0.37,2025-06-22,1947,N,nominal,2.0NRT,267.22,0.53,N
35.89141,57.06351,308.84,0.32,0.54,2025-06-22,2123,N,nominal,2.0NRT,296.09,0.85,N
35.3555,60.21494,305.28,0.42,0.45,2025-06-22,2123,N,nominal,2.0NRT,291.65,0.91,N
32.88938,71.61518,306.48,0.54,0.42,2025-06-22,2123,N,nominal,2.0NRT,292.35,3.89,N
31.26061,76.92569,310.27,0.38,0.59,2025-06-22,2123,N,nominal,2.0NRT,288.62,1.16,N
29.46007,76.8678,303.96,0.42,0.61,2025-06-22,2123,N,nominal,2.0NRT,288.2,1.04,N
32.33465,54.08584,307.74,0.44,0.62,2025-06-22,2125,N,nominal,2.0NRT,295.12,0.95,N
28.7429,76.92653,306.38,0.44,0.62,2025-06-22,2125,N,nominal,2.0NRT,285.61,0.89,N
31.70623,55.44704,310.37,0.36,0.57,2025-06-22,2125,N,nominal,2.0NRT,300.28,3.04,N
31.62443,54.72557,316.8,0.4,0.6,2025-06-22,2125,N,nominal,2.0NRT,298.56,2.66,N
31.43292,56.49199,309.2,0.62,0.54,2025-06-22,2125,N,nominal,2.0NRT,294.56,1.13,N
30.32425,55.9733,310.9,0.32,0.55,2025-06-22,2125,N,nominal,2.0NRT,295.65,0.85,N
28.39563,67.97242,308.13,0.44,0.38,2025-06-22,2125,N,nominal,2.0NRT,278.03,0.85,N
39.73439,75.01769,295.63,0.39,0.44,2025-06-22,2123,N,nominal,2.0NRT,283.71,0.5,N
39.20209,66.83643,308.6,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,295.69,1,N
39.18895,65.28817,310.02,0.42,0.38,2025-06-22,2123,N,nominal,2.0NRT,299.31,2.02,N
39.25206,63.21276,304.32,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,293.48,0.77,N
38.39605,69.11516,305.21,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,294.5,0.43,N
39.19685,63.19445,304.78,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,292.94,0.74,N
39.19551,63.20616,307.73,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,293.26,0.94,N
39.17843,63.22083,308.5,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,293.93,1.22,N
39.17241,63.27324,305.23,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,294.23,0.9,N
39.17107,63.28485,305.38,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,293.54,1.07,N
39.17066,63.25509,315.88,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,294.65,2.41,N
39.16623,63.26019,310.1,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,294,2.25,N
38.32561,68.98695,308.41,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,296.58,1.49,N
39.11574,63.33335,306.1,0.5,0.41,2025-06-22,2123,N,nominal,2.0NRT,294.33,1,N
39.057,63.44426,312.35,0.49,0.4,2025-06-22,2123,N,nominal,2.0NRT,294.01,1.37,N
28.47946,66.39591,304.56,0.4,0.37,2025-06-22,2125,N,nominal,2.0NRT,288.96,0.8,N
28.4775,66.40759,304.87,0.4,0.37,2025-06-22,2125,N,nominal,2.0NRT,288.41,0.84,N
39.01365,63.68284,302.51,0.48,0.4,2025-06-22,2123,N,nominal,2.0NRT,292.16,0.5,N
28.18196,68.09046,299.81,0.44,0.39,2025-06-22,2125,N,nominal,2.0NRT,272.09,0.54,N
39.00997,63.68212,330.48,0.48,0.4,2025-06-22,2123,N,nominal,2.0NRT,292.34,2.91,N
38.68188,65.95238,315.22,0.4,0.37,2025-06-22,2123,N,nominal,2.0NRT,295.44,2.22,N
38.68124,65.95702,305.97,0.4,0.37,2025-06-22,2123,N,nominal,2.0NRT,294.87,2.03,N
38.97433,63.4689,309.52,0.49,0.4,2025-06-22,2123,N,nominal,2.0NRT,295.71,1.08,N
38.83712,63.82121,311.32,0.47,0.4,2025-06-22,2123,N,nominal,2.0NRT,293.97,0.63,N
38.55977,65.95123,307.93,0.4,0.37,2025-06-22,2123,N,nominal,2.0NRT,294.83,0.88,N
38.47589,65.95407,313.2,0.4,0.37,2025-06-22,2123,N,nominal,2.0NRT,291.41,1.01,N
38.65142,63.98042,304.41,0.46,0.39,2025-06-22,2123,N,nominal,2.0NRT,294.05,0.88,N
38.05671,67.29192,325.84,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,295.33,1.66,N
38.05478,67.25977,299.52,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,286.21,0.2,N
38.05411,67.26411,307.65,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,287.23,1.14,N
29.70173,55.53083,302.49,0.34,0.56,2025-06-22,2125,N,nominal,2.0NRT,291.48,0.49,N
38.05345,67.26847,313.58,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,295.62,1.14,N
38.05081,67.2633,312.66,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,291.28,1.6,N
38.05015,67.26766,315.89,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,296.57,1.6,N
38.02633,67.31159,326.34,0.39,0.36,2025-06-22,2123,N,nominal,2.0NRT,296.25,2.24,N
39.04214,54.24728,354.36,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,288.84,4.91,N
39.04194,54.25307,310.71,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,286.92,4.91,N
39.04145,54.24689,341.12,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,288.5,8.9,N
27.9811,67.914,310.05,0.44,0.38,2025-06-22,2125,N,nominal,2.0NRT,280.33,0.78,N
39.04123,54.25266,328.34,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,287.72,6.19,N
38.16755,64.57727,303.03,0.44,0.38,2025-06-22,2123,N,nominal,2.0NRT,292.92,0.45,N
38.05538,64.88721,308.93,0.43,0.38,2025-06-22,2123,N,nominal,2.0NRT,295.31,1.04,N
37.93045,65.64112,311.85,0.41,0.37,2025-06-22,2123,N,nominal,2.0NRT,296,1.29,N
37.96091,65.05783,303.32,0.42,0.38,2025-06-22,2123,N,nominal,2.0NRT,292.96,0.44,N
38.85308,54.23216,304.77,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,281.82,1.28,N
37.90292,65.10719,306.71,0.42,0.38,2025-06-22,2123,N,nominal,2.0NRT,293.16,0.67,N
38.85223,54.23174,308.42,0.48,0.65,2025-06-22,2123,N,nominal,2.0NRT,284.64,2.05,N
37.88464,65.13749,306.86,0.42,0.37,2025-06-22,2123,N,nominal,2.0NRT,293.1,0.61,N
37.82664,65.17376,305.57,0.42,0.37,2025-06-22,2123,N,nominal,2.0NRT,293.74,0.94,N
27.55175,67.85674,304.4,0.44,0.39,2025-06-22,2125,N,nominal,2.0NRT,271.21,0.66,N
37.8185,65.18172,307.85,0.42,0.37,2025-06-22,2123,N,nominal,2.0NRT,294.3,0.56,N
37.80286,65.19292,305.11,0.42,0.37,2025-06-22,2123,N,nominal,2.0NRT,293.09,0.75,N
27.55681,67.74727,304.88,0.44,0.38,2025-06-22,2125,N,nominal,2.0NRT,280.43,0.63,N
29.15109,55.36649,302.27,0.34,0.56,2025-06-22,2125,N,nominal,2.0NRT,292.24,0.46,N
37.75888,65.49137,308.76,0.41,0.37,2025-06-22,2123,N,nominal,2.0NRT,294.36,0.81,N
29.13429,55.37913,311.65,0.34,0.56,2025-06-22,2125,N,nominal,2.0NRT,296.24,1.39,N
37.7343,65.49832,305.52,0.41,0.37,2025-06-22,2123,N,nominal,2.0NRT,295.07,0.61,N
29.13926,55.37468,309.98,0.34,0.56,2025-06-22,2125,N,nominal,2.0NRT,297.53,2.36,N
37.74959,65.20869,303.38,0.41,0.37,2025-06-22,2123,N,nominal,2.0NRT,292.95,0.48,N
37.66618,65.28504,303.75,0.41,0.37,2025-06-22,2123,N,nominal,2.0NRT,293.05,0.46,N
29.13374,55.37772,304.88,0.34,0.56,2025-06-22,2125,N,nominal,2.0NRT,294.82,1.83,N
37.99024,61.87746,311.6,0.56,0.43,2025-06-22,2123,N,nominal,2.0NRT,294.09,2.1,N
37.98561,61.88321,307.26,0.56,0.43,2025-06-22,2123,N,nominal,2.0NRT,294.69,1.29,N
38.25552,58.39166,303.5,0.57,0.52,2025-06-22,2123,N,nominal,2.0NRT,293.18,1.59,N
37.79989,62.54767,304.17,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,293.73,1.4,N
37.78906,62.53965,316.22,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,293.27,1.15,N
37.79753,62.55154,317.32,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,294.36,2.47,N
37.79124,62.53834,305.08,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,292.96,0.99,N
37.78742,62.53764,307.11,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,292.19,1.38,N
37.78495,62.52511,309.87,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,293.74,1.4,N
37.75634,62.50182,308.89,0.52,0.42,2025-06-22,2125,N,nominal,2.0NRT,291.81,1.35,N
37.84581,61.60389,309.72,0.38,0.43,2025-06-22,2125,N,nominal,2.0NRT,294.14,0.94,N
37.7769,62.02682,307.54,0.55,0.42,2025-06-22,2125,N,nominal,2.0NRT,292.37,1.35,N
37.79574,61.49498,304.15,0.39,0.44,2025-06-22,2125,N,nominal,2.0NRT,293.71,0.58,N
37.72665,62.09428,319.14,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,293.31,2.42,N
37.74639,61.84137,305.09,0.56,0.43,2025-06-22,2125,N,nominal,2.0NRT,293.72,1.28,N
37.67141,62.23493,309.9,0.53,0.42,2025-06-22,2125,N,nominal,2.0NRT,292.22,1.13,N
37.66298,62.23965,308.33,0.53,0.42,2025-06-22,2125,N,nominal,2.0NRT,292.89,1.1,N
37.65844,62.24506,302,0.53,0.42,2025-06-22,2125,N,nominal,2.0NRT,291.61,0.53,N
37.63915,62.20437,309.93,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,293.07,1.37,N
37.65527,61.90337,311.07,0.55,0.43,2025-06-22,2125,N,nominal,2.0NRT,294.44,1.97,N
37.6185,62.13834,307.84,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,294.73,2.14,N
37.65655,61.90325,306.74,0.55,0.43,2025-06-22,2125,N,nominal,2.0NRT,293.58,0.96,N
37.61848,62.13783,312.01,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,295.28,1.89,N
37.61474,61.5755,318.37,0.57,0.43,2025-06-22,2125,N,nominal,2.0NRT,296.49,4.38,N
37.61134,61.60819,310.08,0.57,0.43,2025-06-22,2125,N,nominal,2.0NRT,295.55,2.8,N
37.60672,61.57416,305.94,0.57,0.43,2025-06-22,2125,N,nominal,2.0NRT,294.73,1.58,N
37.59929,61.52727,311.31,0.38,0.43,2025-06-22,2125,N,nominal,2.0NRT,293.14,0.9,N
37.55726,61.93108,307.28,0.55,0.43,2025-06-22,2125,N,nominal,2.0NRT,293.55,1.49,N
37.59526,61.52659,321.8,0.38,0.43,2025-06-22,2125,N,nominal,2.0NRT,296.06,2.77,N
37.82935,58.93129,319.48,0.53,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.86,2.66,N
37.59202,61.55834,310.06,0.57,0.43,2025-06-22,2125,N,nominal,2.0NRT,294.22,2.58,N
37.81617,59.03901,317.28,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.57,2.23,N
37.81154,59.03841,334.39,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,294.52,6.27,N
37.81768,58.96032,314.93,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.73,1.71,N
37.8135,58.95369,322.25,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.95,4.6,N
37.8055,59.05571,348.72,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,295.28,4.52,N
37.80597,59.04975,317.76,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,292.56,5.01,N
37.80503,59.06168,311.36,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.57,4.52,N
37.59156,61.55867,314.26,0.57,0.43,2025-06-22,2125,N,nominal,2.0NRT,294.53,1.89,N
37.83188,58.93191,309.61,0.53,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.39,0.98,N
37.82723,58.93131,309.52,0.53,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.31,1.03,N
37.8134,59.03886,342.08,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,295.23,6.23,N
37.80726,59.05614,321.51,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.48,3.68,N
37.81588,58.95428,305.77,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.7,1.79,N
37.81538,58.96031,317.54,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.92,1.79,N
37.80777,59.05018,316.33,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,292.83,3.68,N
37.80264,59.05554,347.33,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,294.69,3.68,N
37.80213,59.06149,327.8,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,294.49,4.52,N
37.81123,58.9537,319.78,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,293.49,1.79,N
37.80314,59.04958,304.55,0.52,0.5,2025-06-22,2125,N,nominal,2.0NRT,292.97,3.68,N
37.44698,62.07651,305.71,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,291.96,0.97,N
37.60619,60.26591,309.56,0.44,0.46,2025-06-22,2125,N,nominal,2.0NRT,296.62,0.78,N
37.513,61.01305,304.3,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.12,1.12,N
37.51252,61.01768,313.88,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.52,0.78,N
37.50333,61.02562,312.48,0.4,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.49,1.37,N
37.53155,59.72388,314.06,0.47,0.48,2025-06-22,2125,N,nominal,2.0NRT,295.74,2.16,N
37.53105,59.72929,318.22,0.47,0.48,2025-06-22,2125,N,nominal,2.0NRT,295.98,2.16,N
37.34964,61.36222,309.53,0.39,0.44,2025-06-22,2125,N,nominal,2.0NRT,293.04,1.49,N
37.2212,62.39646,302.3,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,291.73,1.04,N
37.34489,60.74145,307.36,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.63,1.1,N
37.34399,60.74424,308.79,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.48,1.15,N
37.325,60.72195,308.07,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.29,0.9,N
37.31797,60.74981,315.19,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.45,1.59,N
37.31379,60.74916,327.11,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.54,3.34,N
37.31806,60.70634,315.91,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.08,0.91,N
37.31388,60.7057,307.99,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.92,0.91,N
37.30685,60.73361,310.28,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.14,1.56,N
37.29427,60.77498,329.23,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.03,2.53,N
37.2938,60.77971,313.94,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.49,1.4,N
37.29853,60.68875,336.24,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,296.93,4.34,N
37.2901,60.77433,324.22,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.99,2.53,N
37.28963,60.77906,307.22,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.04,1.4,N
27.17296,56.05315,338.95,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,298.73,11.42,N
37.12193,62.36009,311.53,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,294.77,2.68,N
27.16862,56.04654,321.53,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,299.29,8.16,N
37.11809,62.35941,322.41,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,296.27,2.79,N
27.16807,56.05252,343.33,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,299.67,8.16,N
37.11743,62.3653,309.94,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,295.94,2.79,N
27.16365,56.10054,312.75,0.58,0.52,2025-06-22,2125,N,nominal,2.0NRT,300.97,7.24,N
37.1136,62.36462,305.79,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,295.27,2.79,N
27.17077,56.05077,351.1,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,301.22,7.79,N
37.23271,60.79883,319.91,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,295.51,2,N
27.17018,56.05675,318.88,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,300.11,7.79,N
37.2363,60.798,306.35,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.9,0.94,N
27.16589,56.05014,317.89,0.59,0.53,2025-06-22,2125,N,nominal,2.0NRT,298.89,7.79,N
37.23214,60.79734,308.76,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.76,0.94,N
27.16056,56.10405,313.25,0.58,0.52,2025-06-22,2125,N,nominal,2.0NRT,300.03,8.76,N
37.23166,60.80204,307.88,0.41,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.5,1.02,N
26.85348,55.85152,327.75,0.6,0.53,2025-06-22,2125,N,nominal,2.0NRT,299.49,7.56,N
37.03205,62.41542,314.67,0.52,0.41,2025-06-22,2125,N,nominal,2.0NRT,295.95,3.7,N
26.85248,55.85159,331.16,0.6,0.53,2025-06-22,2125,N,nominal,2.0NRT,299.67,9.19,N
37.20405,60.74026,330.78,0.42,0.45,2025-06-22,2125,N,nominal,2.0NRT,294.65,3.08,N
36.49482,61.79551,306.57,0.54,0.42,2025-06-22,2125,N,nominal,2.0NRT,292.62,0.57,N
36.47302,61.45443,310.18,0.56,0.43,2025-06-22,2125,N,nominal,2.0NRT,292.76,1.74,N
36.46283,60.8503,322.11,0.4,0.44,2025-06-22,2125,N,nominal,2.0NRT,297.55,1.88,N
36.47947,59.74767,302.37,0.46,0.47,2025-06-22,2125,N,nominal,2.0NRT,292.06,1.44,N
36.4798,59.74677,309.66,0.46,0.47,2025-06-22,2125,N,nominal,2.0NRT,292.96,1.96,N
35.93331,62.99617,346.69,0.47,0.4,2025-06-22,2125,N,nominal,2.0NRT,304.07,12.7,N
35.93394,62.99084,311.33,0.47,0.4,2025-06-22,2125,N,nominal,2.0NRT,298.94,6.97,N
36.27214,59.64801,304.27,0.46,0.47,2025-06-22,2125,N,nominal,2.0NRT,293.15,0.61,N
36.23754,59.7322,303.83,0.46,0.47,2025-06-22,2125,N,nominal,2.0NRT,292.04,0.77,N
35.80817,63.08325,308.98,0.47,0.4,2025-06-22,2125,N,nominal,2.0NRT,296.07,1.34,N
35.80756,63.08831,317.39,0.47,0.4,2025-06-22,2125,N,nominal,2.0NRT,292.89,1.34,N
36.29874,54.7855,300.3,0.43,0.62,2025-06-22,2125,N,nominal,2.0NRT,289.77,0.66,N
25.90257,54.5323,318.49,0.35,0.57,2025-06-22,2125,N,nominal,2.0NRT,297.6,0.76,N
24.50414,56.6082,333.49,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,302.49,3.27,N
24.50578,56.59304,315.64,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,302.54,7.37,N
24.50469,56.60315,318.22,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,303.49,4.22,N
23.48248,58.27912,317.01,0.39,0.44,2025-06-22,2127,N,nominal,2.0NRT,300.38,7.01,N
23.3143,54.17184,306.57,0.35,0.57,2025-06-22,2127,N,nominal,2.0NRT,296.45,1.56,N
23.29698,54.23947,319.65,0.34,0.56,2025-06-22,2127,N,nominal,2.0NRT,293.79,0.92,N
23.27891,54.26164,354.93,0.34,0.56,2025-06-22,2127,N,nominal,2.0NRT,295.99,4.67,N
23.27857,54.26506,347.3,0.34,0.56,2025-06-22,2127,N,nominal,2.0NRT,297.71,6.43,N
23.27925,54.25821,309.27,0.34,0.56,2025-06-22,2127,N,nominal,2.0NRT,293.52,4.67,N
22.78473,55.81682,311.89,0.54,0.51,2025-06-22,2127,N,nominal,2.0NRT,296.22,7.5,N
22.78061,55.81089,325.76,0.54,0.51,2025-06-22,2127,N,nominal,2.0NRT,297.53,10.87,N
22.78003,55.81621,337.05,0.54,0.51,2025-06-22,2127,N,nominal,2.0NRT,297.69,10.89,N
22.67269,56.24619,310.25,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,297.88,6.59,N
22.67215,56.25116,312.79,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,297.79,6.13,N
22.67186,56.2494,315.31,0.51,0.49,2025-06-22,2127,N,nominal,2.0NRT,298.09,6.19,N
22.33337,56.46628,304.07,0.49,0.48,2025-06-22,2127,N,nominal,2.0NRT,287.36,1.92,N
22.08231,55.9756,312.19,0.52,0.5,2025-06-22,2127,N,nominal,2.0NRT,300.23,13.41,N
21.33269,56.69969,313.27,0.46,0.47,2025-06-22,2127,N,nominal,2.0NRT,299.11,0.77,N
21.40789,55.74297,321.61,0.52,0.5,2025-06-22,2127,N,nominal,2.0NRT,299.33,6.69,N
18.68977,55.50555,340.39,0.5,0.49,2025-06-22,2127,N,nominal,2.0NRT,294.72,6.26,N
18.68523,55.50494,312.22,0.5,0.49,2025-06-22,2127,N,nominal,2.0NRT,292.91,2.23,N
18.56134,55.86585,305.09,0.47,0.48,2025-06-22,2127,N,nominal,2.0NRT,294.8,1.29,N
18.32065,55.10432,320.48,0.53,0.5,2025-06-22,2127,N,nominal,2.0NRT,296.29,2.4,N
39.5111,54.32798,305.07,0.34,0.56,2025-06-22,2303,N,nominal,2.0NRT,290.7,0.35,N
39.50872,54.32858,304.1,0.34,0.56,2025-06-22,2303,N,nominal,2.0NRT,291,0.32,N
37.81062,59.05381,311.49,0.64,0.72,2025-06-22,2303,N,nominal,2.0NRT,289.61,3.05,N
37.80836,59.06091,319.25,0.64,0.72,2025-06-22,2303,N,nominal,2.0NRT,290.08,3.05,N
37.80431,59.05054,306.82,0.64,0.72,2025-06-22,2303,N,nominal,2.0NRT,289.3,2.58,N
